ncores, threads per core, updates per remote, local bytes, remote bytes, total refs,  ref/s, latency
1, 5, 16, 262144, 1073741824, 85000000, 6.12576e+07, 1.63245e-08
1, 5, 16, 4194304, 1073741824, 85000000, 1.44356e+07, 6.92734e-08
1, 5, 16, 8388608, 1073741824, 85000000, 1.05306e+07, 9.49618e-08
1, 5, 16, 16777216, 1073741824, 85000000, 9.11472e+06, 1.09713e-07
1, 5, 32, 4096, 1073741824, 165000000, 2.41893e+08, 4.13405e-09
1, 5, 32, 8192, 1073741824, 165000000, 2.10633e+08, 4.7476e-09
1, 5, 32, 16384, 1073741824, 165000000, 1.82523e+08, 5.47876e-09
1, 5, 32, 32768, 1073741824, 165000000, 1.59965e+08, 6.25138e-09
1, 5, 32, 65536, 1073741824, 165000000, 1.01308e+08, 9.87085e-09
1, 5, 32, 131072, 1073741824, 165000000, 7.08763e+07, 1.41091e-08
1, 5, 32, 262144, 1073741824, 165000000, 6.00972e+07, 1.66397e-08
1, 5, 32, 4194304, 1073741824, 165000000, 1.44127e+07, 6.93834e-08
1, 5, 32, 8388608, 1073741824, 165000000, 1.02537e+07, 9.75262e-08
1, 5, 32, 16777216, 1073741824, 165000000, 8.70244e+06, 1.1491e-07
1, 6, 0, 4096, 1073741824, 6000000, 3.63714e+07, 2.74942e-08
1, 6, 0, 8192, 1073741824, 6000000, 3.63225e+07, 2.75312e-08
1, 6, 0, 16384, 1073741824, 6000000, 3.62332e+07, 2.7599e-08
1, 6, 0, 32768, 1073741824, 6000000, 3.63557e+07, 2.7506e-08
1, 6, 0, 65536, 1073741824, 6000000, 3.62959e+07, 2.75513e-08
1, 6, 0, 131072, 1073741824, 6000000, 3.62834e+07, 2.75608e-08
1, 6, 0, 262144, 1073741824, 6000000, 3.62972e+07, 2.75503e-08
1, 6, 0, 4194304, 1073741824, 6000000, 3.62911e+07, 2.7555e-08
1, 6, 0, 8388608, 1073741824, 6000000, 3.62608e+07, 2.7578e-08
1, 6, 0, 16777216, 1073741824, 6000000, 3.63546e+07, 2.75068e-08
1, 6, 1, 4096, 1073741824, 12000000, 6.97305e+07, 1.43409e-08
1, 6, 1, 8192, 1073741824, 12000000, 6.77702e+07, 1.47557e-08
1, 6, 1, 16384, 1073741824, 12000000, 6.54058e+07, 1.52892e-08
1, 6, 1, 32768, 1073741824, 12000000, 6.27339e+07, 1.59403e-08
1, 6, 1, 65536, 1073741824, 12000000, 6.01166e+07, 1.66343e-08
1, 6, 1, 131072, 1073741824, 12000000, 5.62071e+07, 1.77913e-08
1, 6, 1, 262144, 1073741824, 12000000, 4.99557e+07, 2.00178e-08
1, 6, 1, 4194304, 1073741824, 12000000, 2.21885e+07, 4.50683e-08
1, 6, 1, 8388608, 1073741824, 12000000, 2.08009e+07, 4.80747e-08
1, 6, 1, 16777216, 1073741824, 12000000, 2.00361e+07, 4.991e-08
1, 6, 2, 4096, 1073741824, 18000000, 9.98713e+07, 1.00129e-08
1, 6, 2, 8192, 1073741824, 18000000, 9.59785e+07, 1.0419e-08
1, 6, 2, 16384, 1073741824, 18000000, 9.00842e+07, 1.11007e-08
1, 6, 2, 32768, 1073741824, 18000000, 8.02332e+07, 1.24637e-08
1, 6, 2, 65536, 1073741824, 18000000, 7.36534e+07, 1.35771e-08
1, 6, 2, 131072, 1073741824, 18000000, 5.75795e+07, 1.73673e-08
1, 6, 2, 262144, 1073741824, 18000000, 6.04173e+07, 1.65516e-08
1, 6, 2, 4194304, 1073741824, 18000000, 1.91348e+07, 5.22608e-08
1, 6, 2, 8388608, 1073741824, 18000000, 1.69263e+07, 5.90797e-08
1, 6, 2, 16777216, 1073741824, 18000000, 1.53474e+07, 6.51577e-08
1, 6, 4, 4096, 1073741824, 30000000, 1.40881e+08, 7.09817e-09
1, 6, 4, 8192, 1073741824, 30000000, 1.33422e+08, 7.495e-09
1, 6, 4, 16384, 1073741824, 30000000, 1.2253e+08, 8.16123e-09
1, 6, 4, 32768, 1073741824, 30000000, 1.01223e+08, 9.87913e-09
1, 6, 4, 65536, 1073741824, 30000000, 8.59557e+07, 1.16339e-08
1, 6, 4, 131072, 1073741824, 30000000, 7.59773e+07, 1.31618e-08
1, 6, 4, 262144, 1073741824, 30000000, 6.74477e+07, 1.48263e-08
1, 6, 4, 4194304, 1073741824, 30000000, 1.57216e+07, 6.36067e-08
1, 6, 4, 8388608, 1073741824, 30000000, 1.28932e+07, 7.75604e-08
1, 6, 4, 16777216, 1073741824, 30000000, 1.15448e+07, 8.66192e-08
1, 6, 8, 4096, 1073741824, 54000000, 1.78004e+08, 5.61785e-09
1, 6, 8, 8192, 1073741824, 54000000, 1.64673e+08, 6.07265e-09
1, 6, 8, 16384, 1073741824, 54000000, 1.50156e+08, 6.65972e-09
1, 6, 8, 32768, 1073741824, 54000000, 1.17492e+08, 8.5112e-09
1, 6, 8, 65536, 1073741824, 54000000, 8.53004e+07, 1.17233e-08
1, 6, 8, 131072, 1073741824, 54000000, 7.05642e+07, 1.41715e-08
1, 6, 8, 262144, 1073741824, 54000000, 6.24892e+07, 1.60028e-08
1, 6, 8, 4194304, 1073741824, 54000000, 1.36114e+07, 7.34679e-08
1, 6, 8, 8388608, 1073741824, 54000000, 1.0738e+07, 9.31273e-08
1, 6, 8, 16777216, 1073741824, 54000000, 9.68989e+06, 1.032e-07
1, 6, 16, 4096, 1073741824, 102000000, 2.10677e+08, 4.74661e-09
1, 6, 16, 8192, 1073741824, 102000000, 1.85131e+08, 5.40158e-09
1, 6, 16, 16384, 1073741824, 102000000, 1.6711e+08, 5.98408e-09
1, 6, 16, 32768, 1073741824, 102000000, 1.24859e+08, 8.00905e-09
1, 6, 16, 65536, 1073741824, 102000000, 8.71935e+07, 1.14687e-08
1, 6, 16, 131072, 1073741824, 102000000, 6.77949e+07, 1.47504e-08
1, 6, 16, 262144, 1073741824, 102000000, 5.96108e+07, 1.67755e-08
1, 6, 16, 4194304, 1073741824, 102000000, 1.29069e+07, 7.74779e-08
1, 6, 16, 8388608, 1073741824, 102000000, 1.00581e+07, 9.9422e-08
1, 6, 16, 16777216, 1073741824, 102000000, 8.73147e+06, 1.14528e-07
1, 6, 32, 4096, 1073741824, 198000000, 2.37733e+08, 4.2064e-09
1, 6, 32, 8192, 1073741824, 198000000, 2.01993e+08, 4.95066e-09
1, 6, 32, 16384, 1073741824, 198000000, 1.79699e+08, 5.56487e-09
1, 6, 32, 32768, 1073741824, 198000000, 1.36941e+08, 7.30243e-09
1, 6, 32, 65536, 1073741824, 198000000, 9.08365e+07, 1.10088e-08
1, 6, 32, 131072, 1073741824, 198000000, 6.73774e+07, 1.48418e-08
1, 6, 32, 262144, 1073741824, 198000000, 5.85624e+07, 1.70758e-08
1, 6, 32, 4194304, 1073741824, 198000000, 1.28058e+07, 7.80899e-08
1, 6, 32, 8388608, 1073741824, 198000000, 9.67321e+06, 1.03378e-07
1, 6, 32, 16777216, 1073741824, 198000000, 8.43471e+06, 1.18558e-07
1, 7, 0, 4096, 1073741824, 7000000, 3.88192e+07, 2.57604e-08
1, 7, 0, 8192, 1073741824, 7000000, 3.08252e+07, 3.2441e-08
1, 7, 0, 16384, 1073741824, 7000000, 3.89391e+07, 2.56811e-08
1, 7, 0, 32768, 1073741824, 7000000, 3.89579e+07, 2.56687e-08
1, 7, 0, 65536, 1073741824, 7000000, 3.8966e+07, 2.56634e-08
1, 7, 0, 131072, 1073741824, 7000000, 3.89272e+07, 2.5689e-08
1, 7, 0, 262144, 1073741824, 7000000, 3.89592e+07, 2.56679e-08
1, 7, 0, 4194304, 1073741824, 7000000, 3.88995e+07, 2.57073e-08
1, 7, 0, 8388608, 1073741824, 7000000, 3.89146e+07, 2.56973e-08
1, 7, 0, 16777216, 1073741824, 7000000, 3.88468e+07, 2.57421e-08
1, 7, 1, 4096, 1073741824, 14000000, 7.30037e+07, 1.36979e-08
1, 7, 1, 8192, 1073741824, 14000000, 7.03115e+07, 1.42224e-08
1, 7, 1, 16384, 1073741824, 14000000, 6.64619e+07, 1.50462e-08
1, 7, 1, 32768, 1073741824, 14000000, 6.31954e+07, 1.58239e-08
1, 7, 1, 65536, 1073741824, 14000000, 6.0484e+07, 1.65333e-08
1, 7, 1, 131072, 1073741824, 14000000, 5.56284e+07, 1.79764e-08
1, 7, 1, 262144, 1073741824, 14000000, 4.88721e+07, 2.04616e-08
1, 7, 1, 4194304, 1073741824, 14000000, 2.17874e+07, 4.58981e-08
1, 7, 1, 8388608, 1073741824, 14000000, 2.05305e+07, 4.87079e-08
1, 7, 1, 16777216, 1073741824, 14000000, 1.97872e+07, 5.05377e-08
1, 7, 2, 4096, 1073741824, 21000000, 1.01988e+08, 9.8051e-09
1, 7, 2, 8192, 1073741824, 21000000, 9.82589e+07, 1.01772e-08
1, 7, 2, 16384, 1073741824, 21000000, 8.88659e+07, 1.12529e-08
1, 7, 2, 32768, 1073741824, 21000000, 7.88848e+07, 1.26767e-08
1, 7, 2, 65536, 1073741824, 21000000, 6.68077e+07, 1.49683e-08
1, 7, 2, 131072, 1073741824, 21000000, 6.74779e+07, 1.48197e-08
1, 7, 2, 262144, 1073741824, 21000000, 5.86546e+07, 1.7049e-08
1, 7, 2, 4194304, 1073741824, 21000000, 1.62319e+07, 6.1607e-08
1, 7, 2, 8388608, 1073741824, 21000000, 1.71028e+07, 5.847e-08
1, 7, 2, 16777216, 1073741824, 21000000, 1.5873e+07, 6.3e-08
1, 7, 4, 4096, 1073741824, 35000000, 1.40084e+08, 7.13857e-09
1, 7, 4, 8192, 1073741824, 35000000, 1.32271e+08, 7.56023e-09
1, 7, 4, 16384, 1073741824, 35000000, 1.19362e+08, 8.37789e-09
1, 7, 4, 32768, 1073741824, 35000000, 9.78851e+07, 1.02161e-08
1, 7, 4, 65536, 1073741824, 35000000, 8.26708e+07, 1.20962e-08
1, 7, 4, 131072, 1073741824, 35000000, 7.41489e+07, 1.34864e-08
1, 7, 4, 262144, 1073741824, 35000000, 6.49662e+07, 1.53926e-08
1, 7, 4, 4194304, 1073741824, 35000000, 1.49456e+07, 6.69091e-08
1, 7, 4, 8388608, 1073741824, 35000000, 1.26665e+07, 7.89486e-08
1, 7, 4, 16777216, 1073741824, 35000000, 1.12388e+07, 8.89774e-08
1, 7, 8, 4096, 1073741824, 63000000, 1.74371e+08, 5.7349e-09
1, 7, 8, 8192, 1073741824, 63000000, 1.62465e+08, 6.15519e-09
1, 7, 8, 16384, 1073741824, 63000000, 1.45741e+08, 6.86148e-09
1, 7, 8, 32768, 1073741824, 63000000, 1.08332e+08, 9.2309e-09
1, 7, 8, 65536, 1073741824, 63000000, 8.10156e+07, 1.23433e-08
1, 7, 8, 131072, 1073741824, 63000000, 6.93901e+07, 1.44113e-08
1, 7, 8, 262144, 1073741824, 63000000, 6.03288e+07, 1.65758e-08
1, 7, 8, 4194304, 1073741824, 63000000, 1.27851e+07, 7.82162e-08
1, 7, 8, 8388608, 1073741824, 63000000, 1.05846e+07, 9.44771e-08
1, 7, 8, 16777216, 1073741824, 63000000, 9.55592e+06, 1.04647e-07
1, 7, 16, 4096, 1073741824, 119000000, 2.04295e+08, 4.89487e-09
1, 7, 16, 8192, 1073741824, 119000000, 1.79761e+08, 5.56295e-09
1, 7, 16, 16384, 1073741824, 119000000, 1.60976e+08, 6.21209e-09
1, 7, 16, 32768, 1073741824, 119000000, 1.18774e+08, 8.41938e-09
1, 7, 16, 65536, 1073741824, 119000000, 8.07758e+07, 1.23799e-08
1, 7, 16, 131072, 1073741824, 119000000, 6.55097e+07, 1.52649e-08
1, 7, 16, 262144, 1073741824, 119000000, 5.78747e+07, 1.72787e-08
1, 7, 16, 4194304, 1073741824, 119000000, 1.20448e+07, 8.30232e-08
1, 7, 16, 8388608, 1073741824, 119000000, 9.71548e+06, 1.02929e-07
1, 7, 16, 16777216, 1073741824, 119000000, 8.7049e+06, 1.14878e-07
1, 7, 32, 4096, 1073741824, 231000000, 2.29812e+08, 4.35138e-09
1, 7, 32, 8192, 1073741824, 231000000, 1.95043e+08, 5.12709e-09
1, 7, 32, 16384, 1073741824, 231000000, 1.71881e+08, 5.81797e-09
1, 7, 32, 32768, 1073741824, 231000000, 1.25609e+08, 7.96124e-09
1, 7, 32, 65536, 1073741824, 231000000, 8.31613e+07, 1.20248e-08
1, 7, 32, 131072, 1073741824, 231000000, 6.49687e+07, 1.5392e-08
1, 7, 32, 262144, 1073741824, 231000000, 5.70265e+07, 1.75357e-08
1, 7, 32, 4194304, 1073741824, 231000000, 1.17815e+07, 8.4879e-08
1, 7, 32, 8388608, 1073741824, 231000000, 9.35138e+06, 1.06936e-07
1, 7, 32, 16777216, 1073741824, 231000000, 8.30603e+06, 1.20394e-07
1, 8, 0, 4096, 1073741824, 8000000, 3.9453e+07, 2.53466e-08
1, 8, 0, 8192, 1073741824, 8000000, 3.95241e+07, 2.5301e-08
1, 8, 0, 16384, 1073741824, 8000000, 3.94968e+07, 2.53185e-08
1, 8, 0, 32768, 1073741824, 8000000, 3.95091e+07, 2.53106e-08
1, 8, 0, 65536, 1073741824, 8000000, 3.95294e+07, 2.52976e-08
1, 8, 0, 131072, 1073741824, 8000000, 3.9556e+07, 2.52806e-08
1, 8, 0, 262144, 1073741824, 8000000, 3.95304e+07, 2.5297e-08
1, 8, 0, 4194304, 1073741824, 8000000, 3.94993e+07, 2.53169e-08
1, 8, 0, 8388608, 1073741824, 8000000, 3.95877e+07, 2.52604e-08
1, 8, 0, 16777216, 1073741824, 8000000, 3.95224e+07, 2.53021e-08
1, 8, 1, 4096, 1073741824, 16000000, 7.31797e+07, 1.3665e-08
1, 8, 1, 8192, 1073741824, 16000000, 6.99411e+07, 1.42977e-08
1, 8, 1, 16384, 1073741824, 16000000, 6.63314e+07, 1.50758e-08
1, 8, 1, 32768, 1073741824, 16000000, 6.31281e+07, 1.58408e-08
1, 8, 1, 65536, 1073741824, 16000000, 6.02074e+07, 1.66093e-08
1, 8, 1, 131072, 1073741824, 16000000, 5.50201e+07, 1.81752e-08
1, 8, 1, 262144, 1073741824, 16000000, 4.71871e+07, 2.11922e-08
1, 8, 1, 4194304, 1073741824, 16000000, 2.15791e+07, 4.63412e-08
1, 8, 1, 8388608, 1073741824, 16000000, 1.99593e+07, 5.01019e-08
1, 8, 1, 16777216, 1073741824, 16000000, 1.96128e+07, 5.09871e-08
1, 8, 2, 4096, 1073741824, 24000000, 1.02951e+08, 9.71337e-09
1, 8, 2, 8192, 1073741824, 24000000, 9.68761e+07, 1.03225e-08
1, 8, 2, 16384, 1073741824, 24000000, 8.75002e+07, 1.14285e-08
1, 8, 2, 32768, 1073741824, 24000000, 7.8296e+07, 1.2772e-08
1, 8, 2, 65536, 1073741824, 24000000, 7.25988e+07, 1.37743e-08
1, 8, 2, 131072, 1073741824, 24000000, 6.67232e+07, 1.49873e-08
1, 8, 2, 262144, 1073741824, 24000000, 5.70455e+07, 1.75299e-08
1, 8, 2, 4194304, 1073741824, 24000000, 1.44676e+07, 6.91199e-08
1, 8, 2, 8388608, 1073741824, 24000000, 1.66209e+07, 6.0165e-08
1, 8, 2, 16777216, 1073741824, 24000000, 1.60285e+07, 6.23889e-08
1, 8, 4, 4096, 1073741824, 40000000, 1.39939e+08, 7.14595e-09
1, 8, 4, 8192, 1073741824, 40000000, 1.325e+08, 7.54718e-09
1, 8, 4, 16384, 1073741824, 40000000, 1.15192e+08, 8.68115e-09
1, 8, 4, 32768, 1073741824, 40000000, 9.41903e+07, 1.06168e-08
1, 8, 4, 65536, 1073741824, 40000000, 8.0412e+07, 1.2436e-08
1, 8, 4, 131072, 1073741824, 40000000, 7.28084e+07, 1.37347e-08
1, 8, 4, 262144, 1073741824, 40000000, 6.2256e+07, 1.60627e-08
1, 8, 4, 4194304, 1073741824, 40000000, 1.43299e+07, 6.97841e-08
1, 8, 4, 8388608, 1073741824, 40000000, 1.22573e+07, 8.15843e-08
1, 8, 4, 16777216, 1073741824, 40000000, 1.15798e+07, 8.63574e-08
1, 8, 8, 4096, 1073741824, 72000000, 1.72474e+08, 5.79799e-09
1, 8, 8, 8192, 1073741824, 72000000, 1.6032e+08, 6.23754e-09
1, 8, 8, 16384, 1073741824, 72000000, 1.35285e+08, 7.39182e-09
1, 8, 8, 32768, 1073741824, 72000000, 1.02266e+08, 9.77842e-09
1, 8, 8, 65536, 1073741824, 72000000, 7.66704e+07, 1.30428e-08
1, 8, 8, 131072, 1073741824, 72000000, 6.69539e+07, 1.49356e-08
1, 8, 8, 262144, 1073741824, 72000000, 5.86195e+07, 1.70592e-08
1, 8, 8, 4194304, 1073741824, 72000000, 1.21524e+07, 8.22882e-08
1, 8, 8, 8388608, 1073741824, 72000000, 1.0354e+07, 9.65808e-08
1, 8, 8, 16777216, 1073741824, 72000000, 9.41818e+06, 1.06178e-07
1, 8, 16, 4096, 1073741824, 136000000, 1.98794e+08, 5.03032e-09
1, 8, 16, 8192, 1073741824, 136000000, 1.76455e+08, 5.66716e-09
1, 8, 16, 16384, 1073741824, 136000000, 1.57289e+08, 6.35772e-09
1, 8, 16, 32768, 1073741824, 136000000, 1.10353e+08, 9.06187e-09
1, 8, 16, 65536, 1073741824, 136000000, 7.6344e+07, 1.30986e-08
1, 8, 16, 131072, 1073741824, 136000000, 6.3904e+07, 1.56485e-08
1, 8, 16, 262144, 1073741824, 136000000, 5.67775e+07, 1.76126e-08
1, 8, 16, 4194304, 1073741824, 136000000, 1.1293e+07, 8.85507e-08
1, 8, 16, 8388608, 1073741824, 136000000, 9.46875e+06, 1.05611e-07
1, 8, 16, 16777216, 1073741824, 136000000, 8.56928e+06, 1.16696e-07
1, 8, 32, 4096, 1073741824, 264000000, 2.21618e+08, 4.51226e-09
1, 8, 32, 8192, 1073741824, 264000000, 1.90207e+08, 5.25742e-09
1, 8, 32, 16384, 1073741824, 264000000, 1.69819e+08, 5.88863e-09
1, 8, 32, 32768, 1073741824, 264000000, 1.17097e+08, 8.53996e-09
1, 8, 32, 65536, 1073741824, 264000000, 7.78284e+07, 1.28488e-08
1, 8, 32, 131072, 1073741824, 264000000, 6.32793e+07, 1.5803e-08
1, 8, 32, 262144, 1073741824, 264000000, 5.57932e+07, 1.79233e-08
1, 8, 32, 4194304, 1073741824, 264000000, 1.1009e+07, 9.08348e-08
1, 8, 32, 8388608, 1073741824, 264000000, 9.04871e+06, 1.10513e-07
1, 8, 32, 16777216, 1073741824, 264000000, 8.15815e+06, 1.22577e-07
