ncores, threads per core, updates per remote, local bytes, remote bytes, total refs,  ref/s, latency
1, 4, 4, 8192, 1073741824, 20000000, 1.13541e+08, 8.8074e-09
1, 4, 4, 16384, 1073741824, 20000000, 1.10224e+08, 9.07245e-09
1, 4, 4, 32768, 1073741824, 20000000, 1.03895e+08, 9.6251e-09
1, 4, 4, 65536, 1073741824, 20000000, 8.98279e+07, 1.11324e-08
1, 4, 4, 131072, 1073741824, 20000000, 8.05127e+07, 1.24204e-08
1, 4, 4, 262144, 1073741824, 20000000, 7.30204e+07, 1.36948e-08
1, 4, 4, 4194304, 1073741824, 20000000, 1.84175e+07, 5.42962e-08
1, 4, 4, 8388608, 1073741824, 20000000, 1.38473e+07, 7.2216e-08
1, 4, 4, 16777216, 1073741824, 20000000, 1.14931e+07, 8.70086e-08
1, 4, 8, 4096, 1073741824, 36000000, 1.80339e+08, 5.54511e-09
1, 4, 8, 8192, 1073741824, 36000000, 1.68514e+08, 5.93422e-09
1, 4, 8, 16384, 1073741824, 36000000, 1.56522e+08, 6.38889e-09
1, 4, 8, 32768, 1073741824, 36000000, 1.41327e+08, 7.07578e-09
1, 4, 8, 65536, 1073741824, 36000000, 1.01613e+08, 9.84128e-09
1, 4, 8, 131072, 1073741824, 36000000, 7.80984e+07, 1.28044e-08
1, 4, 8, 262144, 1073741824, 36000000, 6.6966e+07, 1.49329e-08
1, 4, 8, 4194304, 1073741824, 36000000, 1.64117e+07, 6.09321e-08
1, 4, 8, 8388608, 1073741824, 36000000, 1.225e+07, 8.16327e-08
1, 4, 8, 16777216, 1073741824, 36000000, 1.00612e+07, 9.93913e-08
1, 4, 16, 4096, 1073741824, 68000000, 2.1803e+08, 4.58653e-09
1, 4, 16, 8192, 1073741824, 68000000, 1.99328e+08, 5.01687e-09
1, 4, 16, 16384, 1073741824, 68000000, 1.76761e+08, 5.65735e-09
1, 4, 16, 32768, 1073741824, 68000000, 1.60458e+08, 6.23216e-09
1, 4, 16, 65536, 1073741824, 68000000, 1.08877e+08, 9.18468e-09
1, 4, 16, 131072, 1073741824, 68000000, 7.66541e+07, 1.30456e-08
1, 4, 16, 262144, 1073741824, 68000000, 6.37118e+07, 1.56957e-08
1, 4, 16, 4194304, 1073741824, 68000000, 1.67144e+07, 5.98288e-08
1, 4, 16, 8388608, 1073741824, 68000000, 1.14064e+07, 8.76698e-08
1, 4, 16, 16777216, 1073741824, 68000000, 9.45355e+06, 1.0578e-07
1, 4, 32, 4096, 1073741824, 132000000, 2.43188e+08, 4.11205e-09
1, 4, 32, 8192, 1073741824, 132000000, 2.23946e+08, 4.46536e-09
1, 4, 32, 16384, 1073741824, 132000000, 1.91103e+08, 5.23279e-09
1, 4, 32, 32768, 1073741824, 132000000, 1.71798e+08, 5.8208e-09
1, 4, 32, 65536, 1073741824, 132000000, 1.13624e+08, 8.80099e-09
1, 4, 32, 131072, 1073741824, 132000000, 7.70283e+07, 1.29822e-08
1, 4, 32, 262144, 1073741824, 132000000, 6.25959e+07, 1.59755e-08
1, 4, 32, 4194304, 1073741824, 132000000, 1.7701e+07, 5.64939e-08
1, 4, 32, 8388608, 1073741824, 132000000, 1.10289e+07, 9.06708e-08
1, 4, 32, 16777216, 1073741824, 132000000, 9.08689e+06, 1.10049e-07
1, 5, 0, 4096, 1073741824, 5000000, 3.21779e+07, 3.10772e-08
1, 5, 0, 8192, 1073741824, 5000000, 3.21707e+07, 3.10842e-08
1, 5, 0, 16384, 1073741824, 5000000, 3.21426e+07, 3.11114e-08
1, 5, 0, 32768, 1073741824, 5000000, 3.21581e+07, 3.10964e-08
1, 5, 0, 65536, 1073741824, 5000000, 3.21912e+07, 3.10644e-08
1, 5, 0, 131072, 1073741824, 5000000, 3.21186e+07, 3.11346e-08
1, 5, 0, 262144, 1073741824, 5000000, 3.21786e+07, 3.10766e-08
1, 5, 0, 4194304, 1073741824, 5000000, 3.21587e+07, 3.10958e-08
1, 5, 0, 8388608, 1073741824, 5000000, 3.21626e+07, 3.1092e-08
1, 5, 0, 16777216, 1073741824, 5000000, 3.21285e+07, 3.1125e-08
1, 5, 1, 4096, 1073741824, 10000000, 6.1137e+07, 1.63567e-08
1, 5, 1, 8192, 1073741824, 10000000, 6.01547e+07, 1.66238e-08
1, 5, 1, 16384, 1073741824, 10000000, 5.84727e+07, 1.7102e-08
1, 5, 1, 32768, 1073741824, 10000000, 5.71523e+07, 1.74971e-08
1, 5, 1, 65536, 1073741824, 10000000, 5.52847e+07, 1.80882e-08
1, 5, 1, 131072, 1073741824, 10000000, 5.39497e+07, 1.85358e-08
1, 5, 1, 262144, 1073741824, 10000000, 4.95842e+07, 2.01677e-08
1, 5, 1, 4194304, 1073741824, 10000000, 2.26216e+07, 4.42055e-08
1, 5, 1, 8388608, 1073741824, 10000000, 2.10414e+07, 4.75253e-08
1, 5, 1, 16777216, 1073741824, 10000000, 1.98973e+07, 5.0258e-08
1, 5, 2, 4096, 1073741824, 15000000, 8.85196e+07, 1.12969e-08
1, 5, 2, 8192, 1073741824, 15000000, 8.70499e+07, 1.14877e-08
1, 5, 2, 16384, 1073741824, 15000000, 8.32723e+07, 1.20088e-08
1, 5, 2, 32768, 1073741824, 15000000, 7.86209e+07, 1.27193e-08
1, 5, 2, 65536, 1073741824, 15000000, 7.34833e+07, 1.36085e-08
1, 5, 2, 131072, 1073741824, 15000000, 6.8962e+07, 1.45007e-08
1, 5, 2, 262144, 1073741824, 15000000, 6.24862e+07, 1.60035e-08
1, 5, 2, 4194304, 1073741824, 15000000, 1.97478e+07, 5.06386e-08
1, 5, 2, 8388608, 1073741824, 15000000, 1.74404e+07, 5.73381e-08
1, 5, 2, 16777216, 1073741824, 15000000, 1.66483e+07, 6.00663e-08
1, 5, 4, 4096, 1073741824, 25000000, 1.37415e+08, 7.2772e-09
1, 5, 4, 8192, 1073741824, 25000000, 1.32375e+08, 7.55432e-09
1, 5, 4, 16384, 1073741824, 25000000, 1.25789e+08, 7.9498e-09
1, 5, 4, 32768, 1073741824, 25000000, 1.0723e+08, 9.32576e-09
1, 5, 4, 65536, 1073741824, 25000000, 8.9323e+07, 1.11953e-08
1, 5, 4, 131072, 1073741824, 25000000, 7.88838e+07, 1.26769e-08
1, 5, 4, 262144, 1073741824, 25000000, 7.00771e+07, 1.427e-08
1, 5, 4, 4194304, 1073741824, 25000000, 1.67735e+07, 5.96179e-08
1, 5, 4, 8388608, 1073741824, 25000000, 1.36944e+07, 7.30226e-08
1, 5, 4, 16777216, 1073741824, 25000000, 1.19907e+07, 8.3398e-08
1, 5, 8, 4096, 1073741824, 45000000, 1.80079e+08, 5.55311e-09
1, 5, 8, 8192, 1073741824, 45000000, 1.66261e+08, 6.01464e-09
1, 5, 8, 16384, 1073741824, 45000000, 1.52972e+08, 6.53713e-09
1, 5, 8, 32768, 1073741824, 45000000, 1.32298e+08, 7.55867e-09
1, 5, 8, 65536, 1073741824, 45000000, 9.21278e+07, 1.08545e-08
1, 5, 8, 131072, 1073741824, 45000000, 7.35443e+07, 1.35972e-08
1, 5, 8, 262144, 1073741824, 45000000, 6.42525e+07, 1.55636e-08
1, 5, 8, 4194304, 1073741824, 45000000, 1.47821e+07, 6.76495e-08
1, 5, 8, 8388608, 1073741824, 45000000, 1.14233e+07, 8.75405e-08
1, 5, 8, 16777216, 1073741824, 45000000, 9.77251e+06, 1.02328e-07
1, 5, 16, 4096, 1073741824, 85000000, 2.15373e+08, 4.64311e-09
1, 5, 16, 8192, 1073741824, 85000000, 1.90952e+08, 5.23692e-09
1, 5, 16, 16384, 1073741824, 85000000, 1.72711e+08, 5.79004e-09
1, 5, 16, 32768, 1073741824, 85000000, 1.48273e+08, 6.74432e-09
1, 5, 16, 65536, 1073741824, 85000000, 9.54812e+07, 1.04733e-08
1, 5, 16, 131072, 1073741824, 85000000, 7.10642e+07, 1.40718e-08
